TRN DATE,TRN/TYPE AND DESCRIPTION,C/V/DATE,DEBIT,CREDIT,BALANCE
10/07/2025,"4160-909-0, PANGSHA BRANCH OL 1",10/07/2025,,"20,000.00","2,533,464.00"
10/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 118*-***-***476, SHIHAB POULTRY FARM. Trx.ID 2025071010-2-255033 OL 1",10/07/2025,,"45,000.00","2,578,464.00"
10/07/2025,"2316-901-7550 SHAHIN POULTRY, PAGLA BAZAR BRANCH OL 1",10/07/2025,,"100,000.00","2,678,464.00"
10/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*-***-***889, GRAM BANGLA POULTRY FEED & FISH FEED. Trx.ID 2025071010-2-255382 OL 1",10/07/2025,,"73,480.00","2,751,944.00"
10/07/2025,"1987-901-8002 M/S AJMIR POULT, BIBIRHAT BRANCH OL 1",10/07/2025,,"22,500.00","2,774,444.00"
10/07/2025,"122-901-31324 M/S SAFA TRADER, ISHURDI BRANCH OL 1",10/07/2025,,"50,000.00","2,824,444.00"
10/07/2025,"122-901-31324 M/S SAFA TRADER, ISHURDI BRANCH OL 1",10/07/2025,,"10,000.00","2,834,444.00"
10/07/2025,"2022-901-14440 M/S NISHAD TRAD, PARK ROAD BRANCH OL 1",10/07/2025,,"100,000.00","2,934,444.00"
10/07/2025,"2022-901-14440 M/S NISHAD TRAD, PARK ROAD BRANCH OL 1",10/07/2025,,"50,000.00","2,984,444.00"
10/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104*-***-***683, M/S. ENAM TRADERS. Trx.ID 2025071010-2-266040 OL 1",10/07/2025,,"80,000.00","3,064,444.00"
10/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118*-***-***611, MD. ABUL HUSSAIN. Trx.ID 2025071010-2-272811 OL 1",10/07/2025,,"77,000.00","3,141,444.00"
10/07/2025,"PIAPP, OWN BANK TRANSFER. A/C: 132*-***-***310, M/S FARUQUE TRADERS. Trx.ID 2025071010-2-273075 OL 1",10/07/2025,,"80,000.00","3,221,444.00"
10/07/2025,"756-901-42585 M/S SIRAJ TRADE, RANGAMATI BRANCH OL 1",10/07/2025,,"160,000.00","3,381,444.00"
10/07/2025,"3330-901-23657 SHAFIQ POULTRY, BAKULTALA BRANCH (CD 901-23657) OL 1",10/07/2025,,"30,000.00","3,411,444.00"
10/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",10/07/2025,,"22,000.00","3,433,444.00"
10/07/2025,"PIAPP, OWN BANK CHICKS ADVANCE, A/C: 442*---***979, M/S SHAHED POULTRY FARM. Trx.ID 2025071010-2-295803 OL 1",10/07/2025,,"150,000.00","3,583,444.00"
10/07/2025,CR SND 1159 T 11,10/07/2025,"3,578,000.00",,"5,444.00"
10/07/2025,"EFT - BANGLADESH KRISHI BA, BUSINESS, COMP. - ZIKRA ENTERPRISE TRXID.: 20250710-8-339262 EFTN 1",10/07/2025,,"34,000.00","39,444.00"
10/07/2025,"PIAPP, OWN BANK LM 1100. A/C: 380*---***137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025071010-2-354440 OL 1",10/07/2025,,"9,900.00","49,344.00"
10/07/2025,"PIAPP, OWN BANK BUSINESS, A/C: 101*---***898, MOHAMMAD FARUK UDDIN. Trx.ID 2025071010-2-372493 OL 1",10/07/2025,,"24,000.00","73,344.00"
10/07/2025,"PIAPP, OWN BANK BUSINES. A/C: 358*---***531, LUKMAN CHICKS AND FEED LTD. Trx.ID 2025071010-2-375059 OL 1",10/07/2025,,"14,000.00","87,344.00"
10/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 019*---***880, M/S BUSHRA TRADERS. Trx.ID 2025071010-2-396226 OL 1",10/07/2025,,"100,000.00","187,344.00"
10/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*---***576, MASRURA POULTRY FEED. Trx.ID 2025071010-2-404429 OL 1",10/07/2025,,"62,600.00","249,944.00"
10/07/2025,"PIAPP, OWN BANK BISNES. A/C: 202*---***245, MS PAMEL TRADERS. Trx.ID 2025071010-2-418280 OL 1",10/07/2025,,"56,160.00","306,104.00"
10/07/2025,"PIAPP, OWN BANK CHICK PAYMENT. A/C: 261*---***911, M/S SOTOTA POULTRY FEEDS. Trx.ID 2025071010-2-423205 OL 1",10/07/2025,,"31,000.00","337,104.00"
10/07/2025,"PIAPP, OWN BANK BACHA. A/C: 463*---***813, M/S SHAH POULTRY FEED AND MEDICINE. Trx.ID 2025071010-2-437008 OL 1",10/07/2025,,"200,000.00","537,104.00"
10/07/2025,"PIAPP, OWN BANK BUSNE. A/C: 463*---***660, M/S MONNI POULTRY FEED & MEDICINE. Trx.ID 2025071010-2-448317 OL 1",10/07/2025,,"60,000.00","597,104.00"
10/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*---***889, GRAM BANGLA POULTRY FEED &FISH FEED. Trx.ID 2025071010-2-474985 OL 1",10/07/2025,,"1,600.00","598,704.00"
10/07/2025,"PIAPP, OWN BANK JAHIDUR RAHMAN RINKU. A/C: 221*---***747, M/S D. M. TRADERS. Trx.ID 2025071010-2-482333 OL 1",10/07/2025,,"40,000.00","638,704.00"
12/07/2025,"PIAPP, OWN BANK CHICKS MOHAMMAD BAI3600. A/C: 442*---***979, M/S SHAHED POULTRY FARM. Trx.ID 2025071211-2-3231 OL",12/07/2025,,"61,675.00","700,379.00"
12/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 329*---***384, M/S. SHAHADAT POULTRY FEEDS. Trx.ID 2025071212-2-332101 OL 1",12/07/2025,,"10,000.00","710,379.00"
12/07/2025,"PIAPP, OWN BANK KAZI CHICKS. A/C: 346*---***967, M/S MINHAZ POULTRY CORNER. Trx.ID 2025071212-2-334072 OL 1",12/07/2025,,"7,200.00","717,579.00"
12/07/2025,"PIAPP, OWN BANK FOR CHEEKS. A/C: 137*---***386, CHICKS AND FEED BHANDER. Trx.ID 2025071212-2-358757 OL 1",12/07/2025,,"10,000.00","727,579.00"
12/07/2025,"PIAPP, OWN BANK BUSINESS PROPUSE. A/C: 275*---***598, M/S ROKIB BROTHERS AND MISRO FARM. Trx.ID 2025071212-2-363458 OL 1",12/07/2025,,"20,000.00","747,579.00"
12/07/2025,"PIAPP, OWN BANK FOR CHICKS. A/C: 175*---***720, ANISHA POULTRY PRODUCT. Trx.ID 2025071212-2-388445 OL 1",12/07/2025,,"46,900.00","794,479.00"
12/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*---***889, GRAM BANGLA POULTRY FEED &FISH FEED. Trx.ID 2025071212-2-403424 OL 1",12/07/2025,,"61,200.00","855,679.00"
12/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 049*---***957, AL KARIM POULTRY PRODUCTS. Trx.ID 2025071212-2-410566 OL 1",12/07/2025,,"21,000.00","876,679.00"
12/07/2025,"PIAPP, OWN BANK TWENTY SEVEN THOUSAND. A/C: 372*---***000, BOSHRA POULTRY AND FISH FEED. Trx.ID 2025071212-",12/07/2025,,"27,000.00","903,679.00"
12/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118*""***""*611, MD. ABUL HUSSAIN. Trx.ID 2025071212-2-444510 OL 1",12/07/2025,,"36,400.00","940,079.00"
12/07/2025,"PIAPP, OWN BANK NUR PTY CHICKS TK CHIT209. A/C: 197*""***""*031, M/S NUR POULTRY FEED & CHICKS CENTER. Trx.ID",12/07/2025,,"13,500.00","953,579.00"
12/07/2025,"PIAPP, OWN BANK 144. A/C: 372*""***""*491, ZIHAD POULTRY & FISH FEED. Trx.ID 2025071212-2-491768 OL 1",12/07/2025,,"45,000.00","998,579.00"
12/07/2025,"PIAPP, OWN BANK APPLE. A/C: 148*""***""*744, ABDULLAH POULTY. Trx.ID 2025071212-2-492646 OL 1",12/07/2025,,"22,200.00","1,020,779.00"
12/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372*""***""*576, MASRURA POULTRY FEED. Trx.ID 2025071212-2-498813 OL 1",12/07/2025,,"25,200.00","1,045,979.00"
12/07/2025,"PIAPP, OWN BANK SABUJ KANTI CHOWDHURY. A/C: 049*""***""*871, M/S SHUVRO ENTERPRISE. Trx.ID 2025071212-2",12/07/2025,,"12,600.00","1,058,579.00"
12/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C: 281*""***""*207, M/S AYMONA POULTRY FEED & CHICKS. Trx.ID 2025071212-2-550646 OL 1",12/07/2025,,"21,000.00","1,079,579.00"
13/07/2025,"PIAPP, OWN BANK ADJMOJB. A/C: 484*""***""*930, HENA AGRO. Trx.ID 2025071313-2-21759 OL 1",13/07/2025,,"42,000.00","1,121,579.00"
13/07/2025,"PIAPP, OWN BANK NEW NOOR KHULNA. A/C: 285*""***""*023, NEW NOOR POULTRY & FISH FEED COMPLEX. Trx.ID 2025071313-2-33550",13/07/2025,,"18,500.00","1,140,079.00"
13/07/2025,"374-901-57576 DAS POULTRY COR, BARISAL BRANCH OL 1",13/07/2025,,"62,000.00","1,202,079.00"
13/07/2025,"3556-901-1940 DHAKA BREEDERS & HATCHERY, PRINCIPAL (ISLAMIC) BRANCH 939-901-41774 KAZI FARMS LIMI OL 1",13/07/2025,,"500,000.00","1,702,079.00"
13/07/2025,"1467-909-0, NATORE BRANCH (SADIK) OL 1",13/07/2025,,"10,500.00","1,712,579.00"
13/07/2025,"4014-909-0, NALCITY BRANCH OL 1",13/07/2025,,"13,000.00","1,725,579.00"
13/07/2025,"PIAPP, OWN BANK NUR PTY CHICKS TK CHIT209. A/C: 197*""***""*031, M/S NUR POULTRY FEED & CHICKS CENTER. Trx.ID",13/07/2025,,"27,020.00","1,752,599.00"
13/07/2025,INTERBANK FUND TRANSFER ISLAMI BANK BANGLADESH LIMITED 20503760100064518 0,13/07/2025,,"20,000.00","1,772,599.00"
13/07/2025,"4924-901-1708 ANWAR POULTRY F, MONIRAMPUR BRANCH OL 1",13/07/2025,,"3,000.00","1,775,599.00"
13/07/2025,"3972-901-5360 M/S ASHA POULTR, DHAKA DAKSHIN BRANCH OL 1",13/07/2025,,"50,000.00","1,825,599.00"
13/07/2025,"2133-909-0, MADABPASHA BRANCH OL 1",13/07/2025,,"4,800.00","1,830,399.00"
13/07/2025,"4240-901-819 RUPALI POULTRY, RAJAR BAZAR BRANCH OL 1",13/07/2025,,"150,000.00","1,980,399.00"
13/07/2025,"PIAPP, OWN BANK SDFDD. A/C: 487*""***""*036, MAISHA POULTRY FEED. Trx.ID 2025071313-2-109048 OL 1",13/07/2025,,"100,000.00","2,080,399.00"
13/07/2025,"PIAPP, OWN BANK DDDDD. A/C: 487*""***""*036, MAISHA POULTRY FEED. Trx.ID 2025071313-2-109910 OL 1",13/07/2025,,"20,000.00","2,100,399.00"
13/07/2025,"1181-901-15460 FULECHA POULTR, NABIGONJ BRANCH OL 1",13/07/2025,,"18,480.00","2,118,879.00"
13/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",13/07/2025,,"12,000.00","2,130,879.00"
13/07/2025,"1051-102-483 M/S JANONI POUL, RAJAPUR BRANCH (KAWKHALI (1051102000483)) OL 1",13/07/2025,,"36,400.00","2,167,279.00"
13/07/2025,"3582-901-3444 MINA ENTERPRISE, GOLAPGONJ BRANCH OL 1",13/07/2025,,"25,000.00","2,192,279.00"
13/07/2025,"4457-901-6599 M/S S. R TRADE, SUBIDKHALI (RUR BRANCH OL 1",13/07/2025,,"7,300.00","2,199,579.00"
13/07/2025,"1215-909-0, BHOLA BRANCH OL 1",13/07/2025,,"20,000.00","2,219,579.00"
13/07/2025,"1682-901-23924 M/S MAA POULTRY, MADAN BRANCH OL 1",13/07/2025,,"100,000.00","2,319,579.00"
13/07/2025,"3842-901-1770 SHAMIM STORE, GACHHBARI BRANCH OL 1",13/07/2025,,"110,000.00","2,429,579.00"
13/07/2025,"PIAPP, OWN BANK FEED. A/C: 139*---***698, G. K. DAIRY & AGRO. Trx.ID 2025071313-2-152034 OL 1",13/07/2025,,"54,000.00","2,483,579.00"
13/07/2025,"1674-909-0, BABUGONJ BRANCH OL 1",13/07/2025,,"10,000.00","2,493,579.00"
13/07/2025,4924-901-12060 ALIF POULTRY & MONIRAMPUR BRANCH (CD-12060) OL 1,13/07/2025,,"40,000.00","2,533,579.00"
13/07/2025,"1979-901-14929 M/S RAJU POULTR, NAZIRHAT BRANCH (TR BY CD AC 14929) OL 1",13/07/2025,,"23,200.00","2,556,779.00"
13/07/2025,"2263-901-14122 SARMI POULTRY F, SARATGONJ BRANCH OL 1",13/07/2025,,"40,000.00","2,596,779.00"
13/07/2025,"2178-901-17240 M/S AWUL POULTR, THAKURGAON ROAD BRANCH OL 1",13/07/2025,,"50,000.00","2,646,779.00"
13/07/2025,"2022-901-19710 M/S BINTI TRADE, PARK ROAD BRANCH OL 1",13/07/2025,,"100,000.00","2,746,779.00"
13/07/2025,"PIAPP, OWN BANK MAA ENTERPRISE. A/C: 223*---***044, MAA ENTERPRISE. Trx.ID 2025071313-2-167553 OL 1",13/07/2025,,"30,000.00","2,776,779.00"
13/07/2025,4205-901-9547 20250713-408573-1 B 2,13/07/2025,,"11,100.00","2,787,879.00"
13/07/2025,"2178-909-0, THAKURGAON ROAD BRANCH OL 1",13/07/2025,,"60,000.00","2,847,879.00"
13/07/2025,"2308-901-3220 ANWAR POULTRY A, CHHAGALNAIYA BRANCH OL 1",13/07/2025,,"200,000.00","3,047,879.00"
13/07/2025,"PIAPP, OWN BANK FOR CHIKS 2120. A/C: 485*---***170, ARHA POULTRY & FEED. Trx.ID 2025071313-2-174839 OL 1",13/07/2025,,"33,920.00","3,081,799.00"
13/07/2025,"53-901-31856 M/S ASHUGONJ MA, ASHUGONJ BRANCH OL 1",13/07/2025,,"100,000.00","3,181,799.00"
13/07/2025,"PIAPP, OWN BANK MDANU. A/C: 352*---***197, M/S HALIMA POULTRY PRODUCT. Trx.ID 2025071313-2-182428 OL 1",13/07/2025,,"10,000.00","3,191,799.00"
13/07/2025,"PIAPP, OWN BANK MAYER DOA POULTRY PATU015. A/C: 507*---***206, M/S MAYER DOA POULTRY AND FISH FEED. Trx.ID 2025071313-2",13/07/2025,,"41,000.00","3,232,799.00"
13/07/2025,"860-901-48176 M/S AKON POULTR, PATUAKHALI BRANCH (CD-48176) OL 1",13/07/2025,,"200,000.00","3,432,799.00"
13/07/2025,"1215-901-36917 M/S MAYMUNA TRA, BHOLA BRANCH OL 1",13/07/2025,,"9,600.00","3,442,399.00"
13/07/2025,"5211-909-0, CHAPRASHIRHAT BRANCH OL 1",13/07/2025,,"34,500.00","3,476,899.00"
13/07/2025,"PIAPP, OWN BANK MANIK. A/C: 196*---***889, GRAM BANGLA POULTRY FEED & FISH FEED. Trx.ID 2025071313-2-201700 OL 1",13/07/2025,,"46,800.00","3,523,699.00"
13/07/2025,"2852-901-44011 M/S SIFAT ENTER, SHAIKHPARA BAZA BRANCH OL 1",13/07/2025,,"400,000.00","3,923,699.00"
13/07/2025,"1640-901-65064 M/S FRIENDS POU, KISHOREGONJ BRANCH OL 1",13/07/2025,,"8,000.00","3,931,699.00"
13/07/2025,"520-901-25979 M/S NAZMIN POUL, CHHATAK BRANCH OL 1",13/07/2025,,"23,000.00","3,954,699.00"
13/07/2025,"3669-909-0, NOAPARA BAZAR BRANCH OL 1",13/07/2025,,"6,600.00","3,961,299.00"
13/07/2025,"3582-909-0, GOLAPGONJ BRANCH (JAHID) OL 1",13/07/2025,,"43,500.00","4,004,799.00"
13/07/2025,"1613-909-0, GAIBANDHA BRANCH (KAYSAR) OL 1",13/07/2025,,"4,000.00","4,008,799.00"
13/07/2025,"PIAPP, OWN BANK BUSINESSS. A/C: 149*--***-**010, M/S NURUL TRADERS. Trx.ID 2025071313-2-207885 OL 1",13/07/2025,,"32,994.00","4,041,793.00"
13/07/2025,"4075-901-4303 M/S RAHIM ENTER, NANDINA BAZAR BRANCH OL 1",13/07/2025,,"30,000.00","4,071,793.00"
13/07/2025,"PIAPP, OWN BANK SALAM. A/C: 307*--***-**204, SALAM POULTRY & FEED. Trx.ID 2025071313-2-208889 OL 1",13/07/2025,,"27,600.00","4,099,393.00"
13/07/2025,"833-909-0, LAKSHMIPUR BRANCH OL 1",13/07/2025,,"85,000.00","4,184,393.00"
13/07/2025,"4431-901-7793 SATOTA POULTRY, PATKELGHATA (RU BRANCH OL 1",13/07/2025,,"100,000.00","4,284,393.00"
13/07/2025,"5211-909-0, CHAPRASHIRHAT BRANCH OL 1",13/07/2025,,"57,500.00","4,341,893.00"
13/07/2025,"4160-909-0, PANGSHA BRANCH OL 1",13/07/2025,,"50,000.00","4,391,893.00"
13/07/2025,"4431-909-0, PATKELGHATA (RU BRANCH OL 1",13/07/2025,,"20,000.00","4,411,893.00"
13/07/2025,"1406-901-12901 M/S ORIN TRADER, GOALABAZAR BRANCH (CD-12901) OL 1",13/07/2025,,"100,000.00","4,511,893.00"
13/07/2025,"4680-901-6066 SABIHA ENTERPRI, KALAROA BRANCH OL 1",13/07/2025,,"50,000.00","4,561,893.00"
13/07/2025,"2412-901-32555 M/S FORHAD TRAD, DAULATPUR BRANCH OL 1",13/07/2025,,"25,000.00","4,586,893.00"
13/07/2025,"PIAPP, OWN BANK CHIKS. A/C: 058*--***896, M/S MOHON TRADERS. Trx.ID 2025071313-2-219039 OL 1",13/07/2025,,"34,000.00","4,620,893.00"
13/07/2025,"PIAPP, OWN BANK FEED. A/C: 253*--***700, BATEN POULTRY. Trx.ID 2025071313-2-221559 OL 1",13/07/2025,,"30,000.00","4,650,893.00"
13/07/2025,"PIAPP, OWN BANK ADNAN POULTRY. A/C: 118*--***611, MD. ABUL HUSSAIN. Trx.ID 2025071313-2-224229 OL 1",13/07/2025,,"12,600.00","4,663,493.00"
13/07/2025,"2653-901-24910 M/S. SALIM POUL, MOULVIBAZAR BRANCH OL 1",13/07/2025,,"400,000.00","5,063,493.00"
13/07/2025,"5280-901-393 M/S SAGOR POLTR, BORHANUDDIN BRANCH OL 1",13/07/2025,,"50,000.00","5,113,493.00"
13/07/2025,"581-901-35596 ALIM POULTRY FE, BHERAMARA BRANCH OL 1",13/07/2025,,"100,000.00","5,213,493.00"
13/07/2025,"PIAPP, OWN BANK NIJAM. A/C: 192*--***434, JANNAT PULTRY FEED & CHICKS CENTER. Trx.ID 2025071313-2-237920 OL 1",13/07/2025,,"200,000.00","5,413,493.00"
13/07/2025,"3616-901-16257 RIFAT POULTRY F, CHOWMUHANA BRANCH OL 1",13/07/2025,,"12,000.00","5,425,493.00"
13/07/2025,"4725-901-7810 M/S FAHAD POULT, RAIPURA BRANCH (CD-7810) OL 1",13/07/2025,,"30,800.00","5,456,293.00"
13/07/2025,"PIAPP, OWN BANK TRANSFER. A/C: 132""-""""""-""""310, M/S FARUQUE TRADERS. Trx.ID 2025071313-2-241687 OL 1",13/07/2025,,"50,000.00","5,506,293.00"
13/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 285""-""""""-""""011, M/S SIFAT ENTERPRIZE. Trx.ID 2025071313-2-242337 OL 1",13/07/2025,,"45,000.00","5,551,293.00"
13/07/2025,"2454-901-30474 CHARBARIA POULT, BAZAR ROAD BRANCH OL 1",13/07/2025,,"22,000.00","5,573,293.00"
13/07/2025,"4940-901-7936 M/S TAHSIN TABA, KUMARKHALI BRANCH OL 1",13/07/2025,,"75,000.00","5,648,293.00"
13/07/2025,"3590-901-5811 SYLHET POULTRY, KADAMTALI BRANCH OL 1",13/07/2025,,"30,000.00","5,678,293.00"
13/07/2025,"PIAPP, OWN BANK PURCHASE. A/C: 291""-""""""-""""381, ARHAM POULTRY FEED & MEDICINE. Trx.ID 2025071313-2-248324 OL 1",13/07/2025,,"7,840.00","5,686,133.00"
13/07/2025,"4075-901-6186 M/S. N.S POULTR, NANDINA BAZAR BRANCH OL 1",13/07/2025,,"24,000.00","5,710,133.00"
13/07/2025,"4197-909-0, SITAKUNDA SME BRANCH OL 1",13/07/2025,,"15,000.00","5,725,133.00"
13/07/2025,"642-909-0, KHATUNGONJ BRANCH (ANOWER) OL 1",13/07/2025,,"4,400,000.00","10,125,133.00"
13/07/2025,"PIAPP, OWN BANK 1235. A/C: 130""-""""""-""""990, MOUMITA POULTRY AND FISH FEED. Trx.ID 2025071313-2-259810 OL 1",13/07/2025,,"9,300.00","10,134,433.00"
13/07/2025,"1199-901-11077 BIJE GHAR, JAGANNATHPUR BRANCH (TR FROM CD-11077) OL 1",13/07/2025,,"75,000.00","10,209,433.00"
13/07/2025,"PIAPP, OWN BANK KHUL022. A/C: 587""-""""""-""""232, M/S S A INTERNATIONAL. Trx.ID 2025071313-2-264107 OL 1",13/07/2025,,"20,000.00","10,229,433.00"
13/07/2025,"PIAPP, OWN BANK LM 1000 13 LM500 15. A/C: 380""-""""""-""""137, A. F. FISH FEED AND GOAT FIRM. Trx.ID 2025071313-2-269964 OL 1",13/07/2025,,"20,000.00","10,249,433.00"
13/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 189""-""""""-""""469, M/S SIDDIQUE ENTERPRISE. Trx.ID 2025071313-2-279729 OL 1",13/07/2025,,"10,000.00","10,259,433.00"
13/07/2025,CR SND 1159 T 11,13/07/2025,"10,254,000.00",,"5,433.00"
13/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 118""-""""""-""""476, SHIHAB POULTRY FARM. Trx.ID 2025071313-2-282675 OL 1",13/07/2025,,"16,200.00","21,633.00"
13/07/2025,"EFT - ISLAMI BANK BANGLADE, IBANKING, COMP. - NOTAPPLICABLE TRXID.: 20250713-8-286546 EFTN 1",13/07/2025,,"105,000.00","126,633.00"
13/07/2025,"PIAPP, OWN BANK BUSINES. A/C: 358""-""""""-""""531, LUKMAN CHICKS AND FEED LTD. Trx.ID 2025071313-2-313858 OL 1",13/07/2025,,"7,500.00","134,133.00"
13/07/2025,"EFT - ISLAMI BANK BANGLADE, IBANKING, COMP. - NOTAPPLICABLE TRXID.: 20250713-8-314579 EFTN 1",13/07/2025,,"100,000.00","234,133.00"
13/07/2025,"PIAPP, OWN BANK TRANSFAR. A/C: 309""-""""""-""""836, HASIN TRADERS. Trx.ID 2025071313-2-352053 OL 1",13/07/2025,,"47,600.00","281,733.00"
13/07/2025,"PIAPP, OWN BANK BOILQR CHICKIS. A/C: 463""-""""""-""""298, REKHA VETERINARY CORNER. Trx.ID 2025071313-2-370371 OL 1",13/07/2025,,"20,000.00","301,733.00"
13/07/2025,"PIAPP, OWN BANK AIDEL. A/C: 265""-""""""-""""866, BISHMILLAH POULTRY CHICKS & FEED. Trx.ID 2025071313-2-372641 OL 1",13/07/2025,,"80,000.00","381,733.00"
13/07/2025,"PIAPP, OWN BANK DOC KHAG 009. A/C: 194****562, SHARIF POULTRY FEED CENTER.Trx.ID 2025071313-2-382487 OL 1",13/07/2025,,"100,000.00","481,733.00"
13/07/2025,"PIAPP, OWN BANK ALOM42944. A/C: 372****576, MASRURA POULTRY FEED. Trx.ID2025071313-2-389974 OL 1",13/07/2025,,"97,400.00","579,133.00"
13/07/2025,"PIAPP, OWN BANK CHICKS PAYMENT. A/C:169****716, M/S ALAK TRADERS. Trx.ID2025071313-2-399941 OL 1",13/07/2025,,"9,300.00","588,433.00"
13/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 469****956, M/S APON ENTERPRISE. Trx.ID2025071313-2-403102 OL 1",13/07/2025,,"50,000.00","638,433.00"
13/07/2025,"PIAPP, OWN BANK 144. A/C: 372****491, ZIHAD POULTRY & FISH FEED. Trx.ID2025071313-2-406151 OL 1",13/07/2025,,"22,000.00","660,433.00"
13/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 101****898, MOHAMMAD FARUK UDDIN. Trx.ID2025071313-2-427713 OL 1",13/07/2025,,"11,000.00","671,433.00"
14/07/2025,"PIAPP, OWN BANK SAHAB. A/C: 104****683, M/S. ENAM TRADERS. Trx.ID 2025071414-2-2841 OL 1",14/07/2025,,"30,000.00","701,433.00"
14/07/2025,"581-102-750 OBONI POULTRY F, BHERAMARABRANCH OL 1",14/07/2025,,"100,000.00","801,433.00"
14/07/2025,"PIAPP, OWN BANK BUSINESS PROPUSE. A/C:275****598, M/S ROKIB BROTHERS ANDMISRO FARM. Trx.ID 2025071414-2-57028 OL 1",14/07/2025,,"17,000.00","818,433.00"
14/07/2025,"3640-909-0, HOSPITAL ROAD BRANCH OL 1",14/07/2025,,"20,000.00","838,433.00"
14/07/2025,"PIAPP, OWN BANK KAZI FARMS LTD. A/C:174****047, AKBAR ENTERPRISE. Trx.ID2025071414-2-85699 OL 1",14/07/2025,,"55,000.00","893,433.00"
14/07/2025,"PIAPP, OWN BANK SAYFUL. A/C: 140****594, RAKIB POULTRY PRODUCTS. Trx.ID2025071414-2-112709 OL 1",14/07/2025,,"100,000.00","993,433.00"
14/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 397****467, M/S J R POULTRY FARM. Trx.ID2025071414-2-116937 OL 1",14/07/2025,,"27,600.00","1,021,033.00"
14/07/2025,"PIAPP, OWN BANK SDFDD. A/C: 487****036, MAISHA POULTRY FEED. Trx.ID 2025071414-2-118740 OL 1",14/07/2025,,"40,000.00","1,061,033.00"
14/07/2025,"PIAPP, OWN BANK CHIKS. A/C: 058****896, M/S MOHON TRADERS. Trx.ID 2025071414-2-133613 OL 1",14/07/2025,,"100,000.00","1,161,033.00"
14/07/2025,"PIAPP, OWN BANK NUR. A/C: 204****675, M/S NUR ENTERPRISE. Trx.ID 2025071414-2-135032 OL 1",14/07/2025,,"2,500.00","1,163,533.00"
14/07/2025,INTERBANK FUND TRANSFER NRBCOMMERCIAL BANK LIMITED511233300003209 0,14/07/2025,,"50,000.00","1,213,533.00"
14/07/2025,"3876-901-1217 SUCHI KRISHI BI,DAGONBHUIYAN BRANCH (TRANSFER FROMCD-1217) OL 1",14/07/2025,,"100,000.00","1,313,533.00"
14/07/2025,"2791-901-38219 BANDARBAN POULT,BANDARBAN BRANCH OL 1",14/07/2025,,"20,000.00","1,333,533.00"
14/07/2025,"114-902-2156 M/S SHARKAR POU, SIRAJGONJBRANCH OL 1",13/07/2025,,"25,000.00","1,358,533.00"
14/07/2025,"PIAPP, OWN BANK CHICKS. A/C: 118****776, ANIK POULTRY FEED & CHICKS. Trx.ID2025071414-2-160371 OL 1",14/07/2025,,"157,520.00","1,516,053.00"
14/07/2025,"PIAPP, OWN BANK NUR PTY CHICKS TKCHIT209. A/C: 197****031, M/S NURPOULTRY FEED & CHICKS CENTER. Trx.ID",14/07/2025,,"47,600.00","1,563,653.00"
14/07/2025,"PIAPP, OWN BANK ARIYAN POULTRY. A/C:360****811, M/S ARIYAN AND ARABIPOULTRY & FEED. Trx.ID 2025071414-2-167200",14/07/2025,,"18,600.00","1,582,253.00"
14/07/2025,"982-909-0, MITACHARA BAZAR BRANCH OL 1",14/07/2025,,"22,240.00","1,604,493.00"
14/07/2025,"1979-901-14929 M/S RAJU POULTR, NAZIRHAT BRANCH OL 1",14/07/2025,,"22,400.00","1,626,893.00"
14/07/2025,4205-901-10120 20250714-408453-1 B 3,14/07/2025,,"50,000.00","1,676,893.00"
14/07/2025,"581-901-35596 ALIM POULTRY FE, BHERAMARA BRANCH OL 1",14/07/2025,,"80,000.00","1,756,893.00"
14/07/2025,"1051-102-483 M/S JANONI POUL, RAJAPUR BRANCH (KAWKHALI) OL 1",14/07/2025,,"40,300.00","1,797,193.00"
14/07/2025,"PIAPP, OWN BANK BUSINESS. A/C: 307*-***- ***457, MD. HABIBUR RAHMAN PABEL. Trx.ID 2025071414-2-186238 OL 1",14/07/2025,,"13,600.00","1,810,793.00"
